ClassName,RegionSeriesName,RegionType,Source,SourceType,IxName,key
HousePriceIx,"Newark-Union, NJ-PA  (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),244
HousePriceIx,"New Haven-Milford, CT",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),245
HousePriceIx,"New Orleans-Metairie-Kenner, LA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),246
HousePriceIx,"New York-White Plains-Wayne, NY-NJ  (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),247
HousePriceIx,"Niles-Benton Harbor, MI",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),248
HousePriceIx,"North Port-Bradenton-Sarasota, FL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),249
HousePriceIx,"Norwich-New London, CT",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),250
HousePriceIx,"Oakland-Fremont-Hayward, CA  (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),251
HousePriceIx,"Ocala, FL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),252
HousePriceIx,"Ocean City, NJ",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),253
HousePriceIx,"Odessa, TX",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),254
HousePriceIx,"Ogden-Clearfield, UT",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),255
HousePriceIx,"Oklahoma City, OK",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),256
HousePriceIx,"Olympia, WA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),257
HousePriceIx,"Omaha-Council Bluffs, NE-IA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),258
HousePriceIx,"Orlando-Kissimmee-Sanford, FL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),259
HousePriceIx,"Oshkosh-Neenah, WI",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),260
HousePriceIx,"Owensboro, KY",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),261
HousePriceIx,"Oxnard-Thousand Oaks-Ventura, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),262
HousePriceIx,"Palm Bay-Melbourne-Titusville, FL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),263
HousePriceIx,"Palm Coast, FL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),264
HousePriceIx,"Panama City-Lynn Haven-Panama City Beach, FL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),265
HousePriceIx,"Parkersburg-Marietta-Vienna, WV-OH",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),266
HousePriceIx,"Pascagoula, MS",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),267
HousePriceIx,"Peabody, MA  (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),268
HousePriceIx,"Pensacola-Ferry Pass-Brent, FL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),269
HousePriceIx,"Peoria, IL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),270
HousePriceIx,"Philadelphia, PA  (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),271
HousePriceIx,"Phoenix-Mesa-Glendale, AZ",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),272
HousePriceIx,"Pine Bluff, AR",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),273
HousePriceIx,"Pittsburgh, PA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),274
HousePriceIx,"Pittsfield, MA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),275
HousePriceIx,"Pocatello, ID",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),276
HousePriceIx,"Portland-South Portland-Biddeford, ME",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),277
HousePriceIx,"Portland-Vancouver-Hillsboro, OR-WA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),278
HousePriceIx,"Port St. Lucie, FL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),279
HousePriceIx,"Poughkeepsie-Newburgh-Middletown, NY",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),280
HousePriceIx,"Prescott, AZ",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),281
HousePriceIx,"Providence-New Bedford-Fall River, RI-MA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),282
HousePriceIx,"Provo-Orem, UT",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),283
HousePriceIx,"Pueblo, CO",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),284
HousePriceIx,"Punta Gorda, FL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),285
HousePriceIx,"Racine, WI",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),286
HousePriceIx,"Raleigh-Cary, NC",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),287
HousePriceIx,"Rapid City, SD",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),288
HousePriceIx,"Reading, PA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),289
HousePriceIx,"Redding, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),290
HousePriceIx,"Reno-Sparks, NV",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),291
HousePriceIx,"Richmond, VA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),292
HousePriceIx,"Riverside-San Bernardino-Ontario, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),293
HousePriceIx,"Roanoke, VA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),294
HousePriceIx,"Rochester, MN",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),295
HousePriceIx,"Rochester, NY",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),296
HousePriceIx,"Rockford, IL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),297
HousePriceIx,"Rockingham County-Strafford County, NH  (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),298
HousePriceIx,"Rocky Mount, NC",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),299
HousePriceIx,"Rome, GA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),300
HousePriceIx,"Sacramento-Arden-Arcade-Roseville, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),301
HousePriceIx,"Saginaw-Saginaw Township North, MI",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),302
HousePriceIx,"St. Cloud, MN",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),303
HousePriceIx,"St. George, UT",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),304
HousePriceIx,"St. Joseph, MO-KS",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),305
HousePriceIx,"St. Louis, MO-IL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),306
HousePriceIx,"Salem, OR",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),307
HousePriceIx,"Salinas, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),308
HousePriceIx,"Salisbury, MD",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),309
HousePriceIx,"Salt Lake City, UT",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),310
HousePriceIx,"San Angelo, TX",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),311
HousePriceIx,"San Antonio-New Braunfels, TX",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),312
HousePriceIx,"San Diego-Carlsbad-San Marcos, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),313
HousePriceIx,"Sandusky, OH",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),314
HousePriceIx,"San Francisco-San Mateo-Redwood City, CA  (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),315
HousePriceIx,"San Jose-Sunnyvale-Santa Clara, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),316
HousePriceIx,"San Luis Obispo-Paso Robles, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),317
HousePriceIx,"Santa Ana-Anaheim-Irvine, CA  (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),318
HousePriceIx,"Santa Barbara-Santa Maria-Goleta, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),319
HousePriceIx,"Santa Cruz-Watsonville, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),320
HousePriceIx,"Santa Fe, NM",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),321
HousePriceIx,"Santa Rosa-Petaluma, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),322
HousePriceIx,"Savannah, GA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),323
HousePriceIx,"Scranton-Wilkes-Barre, PA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),324
HousePriceIx,"Seattle-Bellevue-Everett, WA  (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),325
HousePriceIx,"Sebastian-Vero Beach, FL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),326
HousePriceIx,"Sheboygan, WI",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),327
HousePriceIx,"Sherman-Denison, TX",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),328
HousePriceIx,"Shreveport-Bossier City, LA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),329
HousePriceIx,"Sioux City, IA-NE-SD",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),330
HousePriceIx,"Sioux Falls, SD",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),331
HousePriceIx,"South Bend-Mishawaka, IN-MI",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),332
HousePriceIx,"Spartanburg, SC",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),333
HousePriceIx,"Spokane, WA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),334
HousePriceIx,"Springfield, IL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),335
HousePriceIx,"Springfield, MA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),336
HousePriceIx,"Springfield, MO",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),337
HousePriceIx,"Springfield, OH",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),338
HousePriceIx,"State College, PA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),339
HousePriceIx,"Steubenville-Weirton, WV-OH",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),340
HousePriceIx,"Stockton, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),341
HousePriceIx,"Sumter, SC",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),342
HousePriceIx,"Syracuse, NY",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),343
HousePriceIx,"Tacoma, WA  (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),344
HousePriceIx,"Tallahassee, FL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),345
HousePriceIx,"Tampa-St. Petersburg-Clearwater, FL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),346
HousePriceIx,"Terre Haute, IN",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),347
HousePriceIx,"Texarkana, TX-Texarkana, AR",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),348
HousePriceIx,"Toledo, OH",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),349
HousePriceIx,"Topeka, KS",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),350
HousePriceIx,"Trenton-Ewing, NJ",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),351
HousePriceIx,"Tucson, AZ",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),352
HousePriceIx,"Tulsa, OK",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),353
HousePriceIx,"Tuscaloosa, AL",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),354
HousePriceIx,"Tyler, TX",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),355
HousePriceIx,"Utica-Rome, NY",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),356
HousePriceIx,"Valdosta, GA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),357
HousePriceIx,"Vallejo-Fairfield, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),358
HousePriceIx,"Victoria, TX",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),359
HousePriceIx,"Vineland-Millville-Bridgeton, NJ",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),360
HousePriceIx,"Virginia Beach-Norfolk-Newport News, VA-NC",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),361
HousePriceIx,"Visalia-Porterville, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),362
HousePriceIx,"Waco, TX",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),363
HousePriceIx,"Warner Robins, GA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),364
HousePriceIx,"Warren-Troy-Farmington Hills, MI  (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),365
HousePriceIx,"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),366
HousePriceIx,"Waterloo-Cedar Falls, IA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),367
HousePriceIx,"Wausau, WI",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),368
HousePriceIx,"Wenatchee-East Wenatchee, WA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),369
HousePriceIx,"West Palm Beach-Boca Raton-Boynton Beach, FL (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),370
HousePriceIx,"Wheeling, WV-OH",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),371
HousePriceIx,"Wichita, KS",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),372
HousePriceIx,"Wichita Falls, TX",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),373
HousePriceIx,"Williamsport, PA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),374
HousePriceIx,"Wilmington, DE-MD-NJ  (MSAD)",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),375
HousePriceIx,"Wilmington, NC",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),376
HousePriceIx,"Winchester, VA-WV",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),377
HousePriceIx,"Winston-Salem, NC",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),378
HousePriceIx,"Worcester, MA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),379
HousePriceIx,"Yakima, WA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),380
HousePriceIx,"York-Hanover, PA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),381
HousePriceIx,"Youngstown-Warren-Boardman, OH-PA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),382
HousePriceIx,"Yuba City, CA",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),383
HousePriceIx,"Yuma, AZ",City,FHFA,Govt,All-Transactions HPI by MSA (NSA),384
HousePriceIx,PHXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),385
HousePriceIx,LXXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),386
HousePriceIx,SDXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),387
HousePriceIx,SFXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),388
HousePriceIx,DNXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),389
HousePriceIx,WDXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),390
HousePriceIx,MIXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),391
HousePriceIx,TPXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),392
HousePriceIx,ATXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),393
HousePriceIx,CHXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),394
HousePriceIx,BOXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),395
HousePriceIx,DEXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),396
HousePriceIx,MNXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),397
HousePriceIx,CRXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),398
HousePriceIx,LVXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),399
HousePriceIx,NYXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),400
HousePriceIx,CEXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),401
HousePriceIx,POXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),402
HousePriceIx,DAXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),403
HousePriceIx,SEXR-SA,City,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),404
HousePriceIx,CSXR-SA,Country,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),405
HousePriceIx,SPCS20R-SA,Country,Case-Shiller,Branded,Case-Shiller Home Price Index (SA),406
HousePriceIx,East North Central(SA),State,FHFA,Govt,Purchase-Only Monthly HPI by Region (SA),407
HousePriceIx,East South Central(SA),State,FHFA,Govt,Purchase-Only Monthly HPI by Region (SA),408
HousePriceIx,Middle Atlantic(SA),State,FHFA,Govt,Purchase-Only Monthly HPI by Region (SA),409
HousePriceIx,Mountain(SA),State,FHFA,Govt,Purchase-Only Monthly HPI by Region (SA),410
HousePriceIx,New England(SA),State,FHFA,Govt,Purchase-Only Monthly HPI by Region (SA),411
HousePriceIx,Pacific(SA),State,FHFA,Govt,Purchase-Only Monthly HPI by Region (SA),412
HousePriceIx,South Atlantic(SA),State,FHFA,Govt,Purchase-Only Monthly HPI by Region (SA),413
HousePriceIx,West North Central(SA),State,FHFA,Govt,Purchase-Only Monthly HPI by Region (SA),414
HousePriceIx,West South Central(SA),State,FHFA,Govt,Purchase-Only Monthly HPI by Region (SA),415
HousePriceIx,USA(SA),Country,FHFA,Govt,Purchase-Only Monthly HPI by Region (SA),416
HousePriceIx,AK,State,FHFA,Govt,All-Transactions HPI by State (NSA),417
HousePriceIx,AL,State,FHFA,Govt,All-Transactions HPI by State (NSA),418
HousePriceIx,AR,State,FHFA,Govt,All-Transactions HPI by State (NSA),419
HousePriceIx,AZ,State,FHFA,Govt,All-Transactions HPI by State (NSA),420
HousePriceIx,CA,State,FHFA,Govt,All-Transactions HPI by State (NSA),421
HousePriceIx,CO,State,FHFA,Govt,All-Transactions HPI by State (NSA),422
HousePriceIx,CT,State,FHFA,Govt,All-Transactions HPI by State (NSA),423
HousePriceIx,DC,State,FHFA,Govt,All-Transactions HPI by State (NSA),424
HousePriceIx,DE,State,FHFA,Govt,All-Transactions HPI by State (NSA),425
HousePriceIx,FL,State,FHFA,Govt,All-Transactions HPI by State (NSA),426
HousePriceIx,GA,State,FHFA,Govt,All-Transactions HPI by State (NSA),427
HousePriceIx,HI,State,FHFA,Govt,All-Transactions HPI by State (NSA),428
HousePriceIx,IA,State,FHFA,Govt,All-Transactions HPI by State (NSA),429
HousePriceIx,ID,State,FHFA,Govt,All-Transactions HPI by State (NSA),430
HousePriceIx,IL,State,FHFA,Govt,All-Transactions HPI by State (NSA),431
HousePriceIx,IN,State,FHFA,Govt,All-Transactions HPI by State (NSA),432
HousePriceIx,KS,State,FHFA,Govt,All-Transactions HPI by State (NSA),433
HousePriceIx,KY,State,FHFA,Govt,All-Transactions HPI by State (NSA),434
HousePriceIx,LA,State,FHFA,Govt,All-Transactions HPI by State (NSA),435
HousePriceIx,MA,State,FHFA,Govt,All-Transactions HPI by State (NSA),436
HousePriceIx,MD,State,FHFA,Govt,All-Transactions HPI by State (NSA),437
HousePriceIx,ME,State,FHFA,Govt,All-Transactions HPI by State (NSA),438
HousePriceIx,MI,State,FHFA,Govt,All-Transactions HPI by State (NSA),439
HousePriceIx,MN,State,FHFA,Govt,All-Transactions HPI by State (NSA),440
HousePriceIx,MO,State,FHFA,Govt,All-Transactions HPI by State (NSA),441
HousePriceIx,MS,State,FHFA,Govt,All-Transactions HPI by State (NSA),442
HousePriceIx,MT,State,FHFA,Govt,All-Transactions HPI by State (NSA),443
HousePriceIx,NC,State,FHFA,Govt,All-Transactions HPI by State (NSA),444
HousePriceIx,ND,State,FHFA,Govt,All-Transactions HPI by State (NSA),445
HousePriceIx,NE,State,FHFA,Govt,All-Transactions HPI by State (NSA),446
HousePriceIx,NH,State,FHFA,Govt,All-Transactions HPI by State (NSA),447
HousePriceIx,NJ,State,FHFA,Govt,All-Transactions HPI by State (NSA),448
HousePriceIx,NM,State,FHFA,Govt,All-Transactions HPI by State (NSA),449
HousePriceIx,NV,State,FHFA,Govt,All-Transactions HPI by State (NSA),450
HousePriceIx,NY,State,FHFA,Govt,All-Transactions HPI by State (NSA),451
HousePriceIx,OH,State,FHFA,Govt,All-Transactions HPI by State (NSA),452
HousePriceIx,OK,State,FHFA,Govt,All-Transactions HPI by State (NSA),453
HousePriceIx,OR,State,FHFA,Govt,All-Transactions HPI by State (NSA),454
HousePriceIx,PA,State,FHFA,Govt,All-Transactions HPI by State (NSA),455
HousePriceIx,RI,State,FHFA,Govt,All-Transactions HPI by State (NSA),456
HousePriceIx,SC,State,FHFA,Govt,All-Transactions HPI by State (NSA),457
HousePriceIx,SD,State,FHFA,Govt,All-Transactions HPI by State (NSA),458
HousePriceIx,TN,State,FHFA,Govt,All-Transactions HPI by State (NSA),459
HousePriceIx,TX,State,FHFA,Govt,All-Transactions HPI by State (NSA),460
HousePriceIx,UT,State,FHFA,Govt,All-Transactions HPI by State (NSA),461
HousePriceIx,VA,State,FHFA,Govt,All-Transactions HPI by State (NSA),462
HousePriceIx,VT,State,FHFA,Govt,All-Transactions HPI by State (NSA),463
HousePriceIx,WA,State,FHFA,Govt,All-Transactions HPI by State (NSA),464
HousePriceIx,WI,State,FHFA,Govt,All-Transactions HPI by State (NSA),465
HousePriceIx,WV,State,FHFA,Govt,All-Transactions HPI by State (NSA),466
HousePriceIx,WY,State,FHFA,Govt,All-Transactions HPI by State (NSA),467
HousePriceIx,A2333534T,City,ABS,Govt,Price Index of Project Homes,468
HousePriceIx,A2333542T,City,ABS,Govt,Price Index of Project Homes,469
HousePriceIx,A2333550T,City,ABS,Govt,Price Index of Project Homes,470
HousePriceIx,A2333558K,City,ABS,Govt,Price Index of Project Homes,471
HousePriceIx,A2333566K,City,ABS,Govt,Price Index of Project Homes,472
HousePriceIx,A2333574K,City,ABS,Govt,Price Index of Project Homes,473
HousePriceIx,A2333582K,City,ABS,Govt,Price Index of Project Homes,474
HousePriceIx,A2333590K,City,ABS,Govt,Price Index of Project Homes,475
HousePriceIx,A2333527V,City,ABS,Govt,Price Index of Established Houses,476
HousePriceIx,A2333535V,City,ABS,Govt,Price Index of Established Houses,477
HousePriceIx,A2333543V,City,ABS,Govt,Price Index of Established Houses,478
HousePriceIx,A2333551V,City,ABS,Govt,Price Index of Established Houses,479
HousePriceIx,A2333559L,City,ABS,Govt,Price Index of Established Houses,480
HousePriceIx,A2333567L,City,ABS,Govt,Price Index of Established Houses,481
HousePriceIx,A2333575L,City,ABS,Govt,Price Index of Established Houses,482
HousePriceIx,A2333583L,City,ABS,Govt,Price Index of Established Houses,483
HousePriceIx,A2333591L,City,ABS,Govt,Price Index of Established Houses,484
HousePriceIx,Sydney Dwellings,City,Rismark,Branded,National City Dwelling Index,485
HousePriceIx,Melbourne Dwellings,City,Rismark,Branded,National City Dwelling Index,486
HousePriceIx,Brisbane Dwellings,City,Rismark,Branded,National City Dwelling Index,487
HousePriceIx,Adelaide Dwellings,City,Rismark,Branded,National City Dwelling Index,488
HousePriceIx,Perth Dwellings,City,Rismark,Branded,National City Dwelling Index,489
HousePriceIx,Darwin Dwellings,City,Rismark,Branded,National City Dwelling Index,490
HousePriceIx,Canberra Dwellings,City,Rismark,Branded,National City Dwelling Index,491
HousePriceIx,Australia Dwellings,Country,Rismark,Branded,National City Dwelling Index,492
HousePriceIx,Hobart Dwellings,City,Rismark,Branded,National City Dwelling Index,493
HousePriceIx,HNSW,State,Rismark,Branded,National Rest of State House Index,494
HousePriceIx,HVIC,State,Rismark,Branded,National Rest of State House Index,495
HousePriceIx,HQLD,State,Rismark,Branded,National Rest of State House Index,496
HousePriceIx,HSA,State,Rismark,Branded,National Rest of State House Index,497
HousePriceIx,HWA,State,Rismark,Branded,National Rest of State House Index,498
